Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-EHDSEndpoint.json	6291	3	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	69	119	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSHealthProfessional.json	6275	2	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	59	110	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-EHDSHealthProfessionalLaboratoryObligations.json	6184	3	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	63	115	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSHealthProfessionalObligations.json	6477	3	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	85	116	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSHumanName.json	3164	2	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	39	95	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingReport.json	25482	7	0	14	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	273	287	0	0	0	10	0	0
fsh-generated/resources/StructureDefinition-EHDSImagingReportObligations.json	45589	15	0	38	0	0	0	0	0	98	0	0	0	0	0	0	0	1	0	0	0	420	442	0	0	0	15	0	2
fsh-generated/resources/StructureDefinition-EHDSImagingStudy.json	19005	6	0	8	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	193	156	0	0	0	15	1	0
fsh-generated/resources/StructureDefinition-EHDSImagingStudyObligations.json	33824	12	0	18	0	0	0	0	0	47	0	0	1	0	0	0	0	0	0	0	0	305	291	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-EHDSImmunisation.json	5845	2	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	74	91	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSImmunisationLaboratoryObligations.json	5786	3	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	69	110	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSImmunisationObligations.json	6460	3	0	11	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	122	163	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-EHDSLaboratoryObservation.json	4747	2	0	60	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	122	162	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSLaboratoryObservationObligations.json	81990	76	0	34	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	593	852	0	0	0	21	0	1
fsh-generated/resources/StructureDefinition-EHDSLaboratoryReport.json	16328	6	0	12	0	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	210	222	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-EHDSLaboratoryReportObligations.json	41242	12	0	17	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	344	483	0	0	0	10	0	0
fsh-generated/resources/StructureDefinition-EHDSLocation.json	3960	2	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	47	120	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedication.json	17514	5	0	6	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0	191	204	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-EHDSMedicationAdministration.json	4317	3	0	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	71	124	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationAdministrationLaboratoryObligations.json	8495	3	0	6	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	86	142	0	0	0	3	1	0
fsh-generated/resources/StructureDefinition-EHDSMedicationAdministrationObligations.json	4002	2	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	60	86	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationDispense.json	8251	3	0	5	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	101	137	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationDispenseObligations.json	8861	3	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	93	111	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationLaboratoryObligations.json	9266	3	0	7	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	112	139	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationObligations.json	5204	2	0	7	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	91	121	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-EHDSMedicationPrescription.json	17571	5	0	10	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	213	135	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationPrescriptionObligations.json	19009	4	0	10	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	173	175	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationUse.json	5948	2	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	81	88	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationUseLaboratoryObligations.json	7408	2	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	79	110	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSMedicationUseObligations.json	4597	2	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	69	94	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSObservation.json	29074	8	0	1	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	340	200	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-EHDSObservationObligations.json	50162	11	0	26	0	0	0	0	0	37	0	0	0	0	0	0	0	1	0	0	0	379	500	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-EHDSOrganisation.json	3264	2	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	42	68	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSOrganisationLaboratoryObligations.json	6787	2	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	58	90	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSOrganisationObligations.json	2318	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	39	73	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-EHDSPatient.json	4183	2	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	55	70	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSPatientLaboratoryObligations.json	6141	2	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	54	90	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSPatientObligations.json	5005	2	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	79	98	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-EHDSPatientSummary.json	32700	9	0	25	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	332	280	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-EHDSPatientSummaryObligations.json	49768	12	0	27	0	0	0	0	0	98	0	0	0	0	0	0	0	1	0	0	0	441	433	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-EHDSPregnancyHistory.json	3036	2	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	54	69	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-EHDSProcedure.json	7813	3	0	3	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	108	92	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSProcedureLaboratoryObligations.json	7417	2	0	7	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	87	113	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSProcedureObligations.json	4681	2	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	74	102	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSRelatedPerson.json	3810	1	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	43	60	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSRelatedPersonLaboratoryObligations.json	5933	2	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	55	76	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-EHDSRelatedPersonObligations.json	3647	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	48	72	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSServiceRequest.json	7018	3	0	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	100	98	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSServiceRequestLaboratoryObligations.json	10301	3	0	8	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	121	118	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-EHDSSpecimen.json	10825	3	0	4	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	127	98	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-EHDSSpecimenLaboratoryObligations.json	11483	3	0	7	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	119	128	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-EHDSTelecom.json	1855	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	29	53	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EHDSTravelHistory.json	1746	1	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	31	62	0	0	0	1	0	0
/input/includes/dmn.css	838	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/includes/dmn2html.xslt	6208	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	2806	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	6425	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/overview-medicaltestresult.md	1549	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/changes.md	1337	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/obligationsLabReport.md	1060	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-EHDSObservation-notes.md	1964	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/useCaseLabOrder.md	746	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/overview-patientsummary.md	1374	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/overview-dispensation.md	3664	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/howto.md	5857	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/overview-dischargereport.md	854	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-EHDSDosage-notes.md	2848	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/obligations.md	6853	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	3700	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/scope.md	2070	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/knownIssues.md	128	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/overview-medicalimages.md	902	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/datatypes.md	3837	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/downloads.md	299	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-EHDSObservation-intro.md	1135	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/wow.md	6168	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/overview-prescription.md	3237	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-EHDSLaboratoryObservation-notes.md	2077	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-EHDSPatientSummary-notes.md	1816	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-EHDSPatientSummary-intro.md	1322	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/background.md	3685	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/authoring-process.md	5759	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/24px.svg	234	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	59603	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	0	0	0	0	0	0
